8b85c5745676bd3db1004e48eb6a6b56;d__Bacteria;p__Actinobacteriota;c__MB-A2-108;o__MB-A2-108;f__MB-A2-108;g__MB-A2-108;
b4f962b03d8b019489f5fc92807ad40b;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__uncultured;f__uncultured;g__uncultured;
a81330a9164af1db8e31fa1c7767a5c9;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Microvirga;
e217a5ba630aa7216fb161bbfc627762;d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Tepidisphaerales;f__WD2101_soil_group;g__WD2101_soil_group;
adeb668d8f4993ed2965c3aa74fbf360;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__uncultured;
a26c693a95b68dcea62c1e54869f61d3;d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Pseudarthrobacter;
92f603dac5581e94732695901b893935;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Phenylobacterium;
f91f9328ce7a3d3fa5bf126edd45aef5;d__Bacteria;p__Chloroflexi;c__TK10;o__TK10;f__TK10;g__TK10;
0a985104dd94f29dafd94a5714a01986;d__Bacteria;p__Chloroflexi;c__KD4-96;o__KD4-96;f__KD4-96;g__KD4-96;
4ed0f2626ae2f0e2b4ff6fed3f0d2199;d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Microbacterium;
0b779bb58afd2c37a4245626211b81c7;d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Sandaracinaceae;g__uncultured;
79ac6c502c35725cfa2b3835fb797938;d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Solibacterales;f__Solibacteraceae;g__Candidatus_Solibacter;s__uncultured_Solibacter
1e523d0b90f9c6692f586dd306a29c80;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Azospirillales;f__Azospirillaceae;g__Skermanella;
687d0418ef96dd6f8afe7044d158017c;d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae;;
f1786332c59d81aeb6f65a2a7b6c8575;d__Bacteria;p__Chloroflexi;c__TK10;o__TK10;f__TK10;g__TK10;s__uncultured_bacterium
1d68e60fc988b0dd32d4d63bb7538549;d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Caulobacter;
aa2b9f66dabe59abe9049e67bc7cbe92;d__Bacteria;p__Acidobacteriota;c__Blastocatellia;;;;
